ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
40250589,The Frankie: All-King Bedrooms NEXT to Belmont!,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,230.0,213.0,180.0,False,36.1365,-86.7901,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,3.5
40258244,Winter Sale! Prime Location 2 Miles to Dwntn,,,,320.0,323.0,303.0,316.0,324.0,1000.0,1000.0,1000.0,1000.0,False,36.1322,-86.7809,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Bath']",4.0,4.0
40258244,Winter Sale! Prime Location 2 Miles to Dwntn,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,266.0,268.0,503.0,False,36.1322,-86.7809,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Bath']",4.0,4.0
40282813,Massive Gulch Townhomes - Perfect For Large Groups,,711.0,826.0,550.0,627.0,601.0,563.0,594.0,545.0,9999.0,9999.0,9999.0,False,,,,,8.0,9.0
40282813,Massive Gulch Townhomes - Perfect For Large Groups,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,368.0,282.0,278.0,False,,,,,8.0,9.0
40283450,Beautiful Townhomes - Photo Op Designed - 16 Beds,,714.0,802.0,557.0,546.0,533.0,485.0,525.0,532.0,9999.0,9999.0,9999.0,False,,,,,8.0,9.0
40283450,Beautiful Townhomes - Photo Op Designed - 16 Beds,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,341.0,395.0,333.0,False,,,,,8.0,9.0
40284336,Luxury Gulch Townhomes - Great Amenities - 16 Beds,,748.0,725.0,529.0,598.0,598.0,536.0,627.0,429.0,9999.0,9999.0,9999.0,False,,,,,8.0,9.0
40284336,Luxury Gulch Townhomes - Great Amenities - 16 Beds,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,412.0,506.0,722.0,False,,,,,8.0,9.0
40284754,Huge Townhomes - Gulch Love - Large Groups Welcome,,686.0,785.0,582.0,556.0,548.0,533.0,547.0,539.0,9999.0,9999.0,9999.0,False,,,,,8.0,9.0
40284754,Huge Townhomes - Gulch Love - Large Groups Welcome,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,376.0,387.0,387.0,False,,,,,8.0,9.0
40311241,TWO LUXURIOUS townhome,,813.0,850.0,800.0,775.0,803.0,836.0,815.0,795.0,795.0,795.0,795.0,False,36.15197,-86.82614,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '65-inch HDTV with Amazon Prime Video, Roku, standard cable/satellite', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Private patio or balcony', 'Exterior security cameras on property']",6.0,7.0
40311241,TWO LUXURIOUS townhome,795.0,795.0,795.0,695.0,695.0,695.0,695.0,695.0,695.0,800.0,706.0,497.0,False,36.15197,-86.82614,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '65-inch HDTV with Amazon Prime Video, Roku, standard cable/satellite', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Private patio or balcony', 'Exterior security cameras on property']",6.0,7.0
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",,87.0,87.0,86.0,100.0,87.0,86.0,88.0,75.0,75.0,75.0,75.0,False,36.1264,-86.7784,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Air conditioning']",0.0,1.0
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,80.0,120.0,143.0,False,36.1264,-86.7784,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Washer', 'Dryer', 'Air conditioning']",0.0,1.0
40349279,Music City Style!  Downtown Broadway 1 mile!,,417.0,449.0,404.0,488.0,476.0,433.0,441.0,409.0,199.0,199.0,199.0,False,36.17428,-86.78184,True,"['River view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, standard cable', 'Washer', 'Central air conditioning', 'Bathtub']",2.0,2.0
