ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Avg. Occupany %,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
16257778,"Central, Airport & Downtown: ""Hotel House"" Retreat",,,6.0,5.0,11.0,21.0,4.0,3.0,16.0,23.0,3.0,1.0,57,False,29.54512,-98.51768,True,"['Garden view', 'Kitchen', 'Fast wifi – 244 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '60 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, Roku', 'Free washer – In unit', 'Free dryer – In unit', 'Exterior security cameras on property']",4.0,2.5
16257778,"Central, Airport & Downtown: ""Hotel House"" Retreat",0.0,13.0,12.0,10.0,6.0,14.0,3.0,1.0,5.0,3.0,8.0,0.0,66,False,29.54512,-98.51768,True,"['Garden view', 'Kitchen', 'Fast wifi – 244 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '60 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, Roku', 'Free washer – In unit', 'Free dryer – In unit', 'Exterior security cameras on property']",4.0,2.5
16352652,Secluded Farm House With Great Access,20.0,0.0,2.0,0.0,3.0,30.0,11.0,3.0,5.0,0.0,23.0,1.0,93,False,29.55759,-98.5687,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '65-inch HDTV with Amazon Prime Video, Netflix, standard cable/satellite, HBO Max', 'Washing machine', 'Free dryer – In unit', 'Central air conditioning', 'Bath', 'Exterior security cameras on property']",4.0,2.0
16352652,Secluded Farm House With Great Access,0.0,15.0,10.0,15.0,10.0,17.0,8.0,10.0,5.0,6.0,13.0,0.0,36,False,29.55759,-98.5687,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '65-inch HDTV with Amazon Prime Video, Netflix, standard cable/satellite, HBO Max', 'Washing machine', 'Free dryer – In unit', 'Central air conditioning', 'Bath', 'Exterior security cameras on property']",4.0,2.0
16427281,Casa Alexander,,30.0,30.0,31.0,30.0,26.0,31.0,29.0,31.0,21.0,23.0,30.0,67,False,29.4679,-98.5484,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free carport on premises – 2 spaces', '65 inch HDTV with Apple TV', 'Window AC unit', 'Luggage dropoff allowed', 'Pack ’n play/Travel crib', 'Hair dryer', 'Refrigerator']",1.0,1.0
16427281,Casa Alexander,29.0,31.0,30.0,14.0,0.0,3.0,0.0,7.0,28.0,23.0,26.0,0.0,78,False,29.4679,-98.5484,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free carport on premises – 2 spaces', '65 inch HDTV with Apple TV', 'Window AC unit', 'Luggage dropoff allowed', 'Pack ’n play/Travel crib', 'Hair dryer', 'Refrigerator']",1.0,1.0
16545242,3/2/2 Gallery Entrance Hallway & Private office,,,,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,72,False,,,,,3.0,2.0
16545242,3/2/2 Gallery Entrance Hallway & Private office,1.0,10.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,0.0,64,False,,,,,3.0,2.0
16556926,"Heated Pool, Hot Tub, 10 Min. to Downtown",,,23.0,14.0,27.0,27.0,26.0,18.0,17.0,12.0,10.0,26.0,51,False,29.536,-98.5018,True,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 6 spaces', 'Private outdoor pool - available all year, open 24 hours, heated', 'Private hot tub - available all year, open 24 hours', '55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Netflix', 'Free washer – In unit', 'Exterior security cameras on property']",4.0,2.5
16556926,"Heated Pool, Hot Tub, 10 Min. to Downtown",10.0,29.0,17.0,0.0,24.0,30.0,15.0,25.0,19.0,19.0,22.0,11.0,57,False,29.536,-98.5018,True,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 6 spaces', 'Private outdoor pool - available all year, open 24 hours, heated', 'Private hot tub - available all year, open 24 hours', '55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Netflix', 'Free washer – In unit', 'Exterior security cameras on property']",4.0,2.5
